_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey,tweet_emotion,tweet_id,tweet_text,what_is_the_authors_sentiment_feeling_in_this_text_or_what_emotion_does_this_text_convey_gold
2687400302,3/14/2020 14:17:32,false,5519102583,,3/14/2020 14:16:48,false,feca,1.0,45156664,VEN,25,Caracas,190.77.37.70,5,fear,1236686686500732928,"Why leave in  fear ?  CoronavirusUSA  coronavirus does not kill health people . Eat good , be happy , be safe , love ur partner and have a good sex life . Enjoy life and feel alive .",
2687400302,3/14/2020 14:18:22,false,5519103897,,3/14/2020 14:16:50,false,feca,1.0,45671576,USA,VA,Manassas,23.105.1.250,5,fear,1236686686500732928,"Why leave in  fear ?  CoronavirusUSA  coronavirus does not kill health people . Eat good , be happy , be safe , love ur partner and have a good sex life . Enjoy life and feel alive .",
2687400302,3/14/2020 14:21:01,false,5519108268,,3/14/2020 14:20:35,false,feca,1.0,45236911,USA,IL,Chicago,23.81.152.163,5,fear,1236686686500732928,"Why leave in  fear ?  CoronavirusUSA  coronavirus does not kill health people . Eat good , be happy , be safe , love ur partner and have a good sex life . Enjoy life and feel alive .",
2687400302,3/14/2020 14:51:35,false,5519156396,,3/14/2020 14:50:26,false,clixsense,1.0,36181479,RUS,71,Yekaterinburg,213.191.27.161,2,fear,1236686686500732928,"Why leave in  fear ?  CoronavirusUSA  coronavirus does not kill health people . Eat good , be happy , be safe , love ur partner and have a good sex life . Enjoy life and feel alive .",
2687400302,3/14/2020 14:56:37,false,5519163614,,3/14/2020 14:52:01,false,neodev,1.0,45011048,VEN,07,Valencia,201.211.119.89,5,fear,1236686686500732928,"Why leave in  fear ?  CoronavirusUSA  coronavirus does not kill health people . Eat good , be happy , be safe , love ur partner and have a good sex life . Enjoy life and feel alive .",
2687400303,3/14/2020 14:19:53,false,5519106374,,3/14/2020 14:19:23,false,clixsense,1.0,45701790,VEN,11,Agua Salada,186.91.78.211,3,fear,1236678661106888704,"You  win some , you  lose some , you  fear some .",
2687400303,3/14/2020 14:20:01,false,5519106606,,3/14/2020 14:19:37,false,feca,1.0,45699516,VEN,25,Caracas,201.209.224.79,5,fear,1236678661106888704,"You  win some , you  lose some , you  fear some .",
2687400303,3/14/2020 14:20:09,false,5519106811,,3/14/2020 14:19:25,false,neodev,1.0,44324141,UKR,25,Uzhgorod,194.44.151.213,6,fear,1236678661106888704,"You  win some , you  lose some , you  fear some .",
2687400303,3/14/2020 14:21:19,false,5519108680,,3/14/2020 14:19:32,false,feca,1.0,45301675,VEN,25,Caracas,45.230.171.93,5,fear,1236678661106888704,"You  win some , you  lose some , you  fear some .",
2687400303,3/14/2020 14:21:42,false,5519109261,,3/14/2020 14:19:23,false,feca,1.0,45155800,SRB,00,Belgrade,185.37.27.57,2,fear,1236678661106888704,"You  win some , you  lose some , you  fear some .",
2687400304,3/14/2020 14:17:57,false,5519103193,,3/14/2020 14:17:33,false,clixsense,1.0,45701790,VEN,11,Agua Salada,186.91.78.211,5,fear,1236485607993405440,What if you could face  challenges with less  fear  amp ;  insecurities ? What is your  selfconfidence based on ?,
2687400304,3/14/2020 14:23:03,false,5519111336,,3/14/2020 14:17:31,false,feca,1.0,45160137,VEN,15,Aricagua,190.75.42.174,5,fear,1236485607993405440,What if you could face  challenges with less  fear  amp ;  insecurities ? What is your  selfconfidence based on ?,
2687400304,3/14/2020 14:53:33,false,5519159123,,3/14/2020 14:47:36,false,feca,1.0,45601324,USA,GA,Atlanta,89.187.170.131,2,fear,1236485607993405440,What if you could face  challenges with less  fear  amp ;  insecurities ? What is your  selfconfidence based on ?,
2687400304,3/14/2020 14:55:18,false,5519161717,,3/14/2020 14:47:37,false,feca,1.0,45536137,RUS,54,Omsk,81.23.204.9,6,fear,1236485607993405440,What if you could face  challenges with less  fear  amp ;  insecurities ? What is your  selfconfidence based on ?,
2687400304,3/14/2020 16:49:02,false,5519355514,,3/14/2020 16:47:56,false,neodev,1.0,40993983,UKR,14,Zakotne,188.190.221.121,5,fear,1236485607993405440,What if you could face  challenges with less  fear  amp ;  insecurities ? What is your  selfconfidence based on ?,
2687400305,3/14/2020 14:19:23,false,5519105514,,3/14/2020 14:18:04,false,neodev,1.0,44324141,UKR,25,Uzhgorod,194.44.151.213,5,fear,1236607756066590720,"Dark Mind  A short , disturbing , instrumental horror track .  horror  thriller  terror  film  theat…",
2687400305,3/14/2020 14:25:49,false,5519115585,,3/14/2020 14:18:17,false,feca,1.0,45615590,VEN,19,Altagracia,186.89.221.73,5,fear,1236607756066590720,"Dark Mind  A short , disturbing , instrumental horror track .  horror  thriller  terror  film  theat…",
2687400305,3/14/2020 14:47:47,false,5519150596,,3/14/2020 14:46:14,false,neodev,1.0,45312673,UKR,25,Uzhgorod,194.44.151.213,5,fear,1236607756066590720,"Dark Mind  A short , disturbing , instrumental horror track .  horror  thriller  terror  film  theat…",
2687400305,3/14/2020 14:51:40,false,5519156497,,3/14/2020 14:48:00,false,feca,1.0,45356720,RUS,48,Moscow,79.165.65.86,5,fear,1236607756066590720,"Dark Mind  A short , disturbing , instrumental horror track .  horror  thriller  terror  film  theat…",
2687400305,3/14/2020 14:54:38,false,5519160659,,3/14/2020 14:48:01,false,feca,1.0,45232464,VEN,25,Caracas,186.93.146.234,3,fear,1236607756066590720,"Dark Mind  A short , disturbing , instrumental horror track .  horror  thriller  terror  film  theat…",
2687400306,3/14/2020 14:21:02,false,5519108316,,3/14/2020 14:17:53,false,clixsense,1.0,44591122,UKR,04,Pyatikhatki,91.227.150.14,3,fear,1236732103741620226,But have you actually tried just taking a bath ? ,
2687400306,3/14/2020 14:29:20,false,5519121248,,3/14/2020 14:21:18,false,feca,1.0,45458642,VEN,15,Aricagua,190.75.42.174,4,fear,1236732103741620226,But have you actually tried just taking a bath ? ,
2687400306,3/14/2020 14:49:39,false,5519153387,,3/14/2020 14:48:00,false,clixsense,1.0,45034178,RUS,73,Kazan,87.117.185.64,2,fear,1236732103741620226,But have you actually tried just taking a bath ? ,
2687400306,3/14/2020 14:51:46,false,5519156711,,3/14/2020 14:49:32,false,neodev,1.0,40214263,UKR,25,Uzhgorod,194.44.151.213,3,fear,1236732103741620226,But have you actually tried just taking a bath ? ,
2687400306,3/14/2020 15:51:52,false,5519257058,,3/14/2020 15:48:28,false,feca,1.0,45511443,VEN,05,Barinas,186.88.51.56,2,fear,1236732103741620226,But have you actually tried just taking a bath ? ,
2687400307,3/14/2020 14:18:41,false,5519104460,,3/14/2020 14:18:23,false,clixsense,1.0,45701790,VEN,11,Agua Salada,186.91.78.211,6,fear,1236521223502401539,let us GET THIS SHIZZ ROLLIN  ! ! !  twitchaffiliate  gruntstyle  Twitch  fearclan  fear  USMC  supportsmallstreamers  supports…,
2687400307,3/14/2020 14:19:06,false,5519105065,,3/14/2020 14:18:36,false,feca,1.0,45156664,VEN,25,Caracas,190.77.37.70,3,fear,1236521223502401539,let us GET THIS SHIZZ ROLLIN  ! ! !  twitchaffiliate  gruntstyle  Twitch  fearclan  fear  USMC  supportsmallstreamers  supports…,
2687400307,3/14/2020 14:35:08,false,5519130872,,3/14/2020 14:18:30,false,feca,1.0,45371963,RUS,70,Stavropol',5.138.63.106,5,fear,1236521223502401539,let us GET THIS SHIZZ ROLLIN  ! ! !  twitchaffiliate  gruntstyle  Twitch  fearclan  fear  USMC  supportsmallstreamers  supports…,
2687400307,3/14/2020 14:50:47,false,5519155264,,3/14/2020 14:48:25,false,neodev,1.0,44324141,UKR,25,Uzhgorod,194.44.151.213,5,fear,1236521223502401539,let us GET THIS SHIZZ ROLLIN  ! ! !  twitchaffiliate  gruntstyle  Twitch  fearclan  fear  USMC  supportsmallstreamers  supports…,
2687400307,3/14/2020 15:05:32,false,5519177689,,3/14/2020 14:48:31,false,feca,1.0,45256649,RUS,48,Moscow,109.248.222.37,5,fear,1236521223502401539,let us GET THIS SHIZZ ROLLIN  ! ! !  twitchaffiliate  gruntstyle  Twitch  fearclan  fear  USMC  supportsmallstreamers  supports…,
2687400308,3/14/2020 14:19:19,false,5519105416,,3/14/2020 14:18:47,false,feca,1.0,45265152,POL,78,Warsaw,5.173.168.57,6,fear,1236487604004143105," I learned that courage was not the absence of fear , but the triumph over it . The brave man is not he who does not feel afraid , but he who conquers that fear .  Nelson Mandela quotes  fear  triumph success",
2687400308,3/14/2020 14:19:21,false,5519105495,,3/14/2020 14:18:43,false,clixsense,1.0,45701790,VEN,11,Agua Salada,186.91.78.211,4,fear,1236487604004143105," I learned that courage was not the absence of fear , but the triumph over it . The brave man is not he who does not feel afraid , but he who conquers that fear .  Nelson Mandela quotes  fear  triumph success",
2687400308,3/14/2020 14:30:11,false,5519122546,,3/14/2020 14:18:27,false,feca,1.0,45219214,RUS,70,Stavropol',5.138.63.106,5,fear,1236487604004143105," I learned that courage was not the absence of fear , but the triumph over it . The brave man is not he who does not feel afraid , but he who conquers that fear .  Nelson Mandela quotes  fear  triumph success",
2687400308,3/14/2020 14:53:11,false,5519158676,,3/14/2020 14:51:17,false,clixsense,1.0,43816281,SRB,00,Paracin,45.86.57.229,5,fear,1236487604004143105," I learned that courage was not the absence of fear , but the triumph over it . The brave man is not he who does not feel afraid , but he who conquers that fear .  Nelson Mandela quotes  fear  triumph success",
2687400308,3/14/2020 15:20:26,false,5519200351,,3/14/2020 15:19:10,false,feca,1.0,45536137,RUS,54,Omsk,81.23.204.9,1,fear,1236487604004143105," I learned that courage was not the absence of fear , but the triumph over it . The brave man is not he who does not feel afraid , but he who conquers that fear .  Nelson Mandela quotes  fear  triumph success",
2687400309,3/14/2020 14:20:08,false,5519106773,,3/14/2020 14:17:41,false,neodev,1.0,45228118,VEN,20,Táriba,186.88.174.195,6,fear,1236541783590547456, Permission to  fail is the concept that I developed and believed for long now because I think it is more effective way towards success . One has to let go of  fear of being a  failure in order to become  successful . Failure is a step closer to success .,
2687400309,3/14/2020 14:23:14,false,5519111630,,3/14/2020 14:17:39,false,feca,1.0,45633254,USA,IL,Chicago,23.81.152.163,5,fear,1236541783590547456, Permission to  fail is the concept that I developed and believed for long now because I think it is more effective way towards success . One has to let go of  fear of being a  failure in order to become  successful . Failure is a step closer to success .,
2687400309,3/14/2020 15:21:13,false,5519201469,,3/14/2020 15:17:54,false,feca,1.0,45160504,SRB,00,Leskovac,178.149.140.105,2,fear,1236541783590547456, Permission to  fail is the concept that I developed and believed for long now because I think it is more effective way towards success . One has to let go of  fear of being a  failure in order to become  successful . Failure is a step closer to success .,
2687400309,3/14/2020 15:23:04,false,5519204362,,3/14/2020 15:21:52,false,feca,1.0,45698683,VNM,92,Lai Châu,14.188.82.199,6,fear,1236541783590547456, Permission to  fail is the concept that I developed and believed for long now because I think it is more effective way towards success . One has to let go of  fear of being a  failure in order to become  successful . Failure is a step closer to success .,
2687400309,3/14/2020 15:53:17,false,5519260039,,3/14/2020 15:51:16,false,feca,1.0,45308563,VEN,15,Aricagua,190.75.42.174,5,fear,1236541783590547456, Permission to  fail is the concept that I developed and believed for long now because I think it is more effective way towards success . One has to let go of  fear of being a  failure in order to become  successful . Failure is a step closer to success .,
2687400310,3/14/2020 14:17:30,false,5519102544,,3/14/2020 14:16:46,false,feca,1.0,45699516,VEN,25,Caracas,201.209.224.79,5,fear,1236693837227188227,Dreaded Tales : A Short  Horror Story Collection  paranormal 👻  psychological  fear 😱  slasher 🔪  zombies 🧟‍♂️🧟‍♀️  superna…,
2687400310,3/14/2020 14:19:58,false,5519106492,,3/14/2020 14:16:03,false,neodev,1.0,44577724,PER,08,Cusco,179.6.34.25,5,fear,1236693837227188227,Dreaded Tales : A Short  Horror Story Collection  paranormal 👻  psychological  fear 😱  slasher 🔪  zombies 🧟‍♂️🧟‍♀️  superna…,
2687400310,3/14/2020 14:20:02,false,5519106640,,3/14/2020 14:19:21,false,feca,1.0,45265152,POL,78,Warsaw,5.173.168.57,5,fear,1236693837227188227,Dreaded Tales : A Short  Horror Story Collection  paranormal 👻  psychological  fear 😱  slasher 🔪  zombies 🧟‍♂️🧟‍♀️  superna…,
2687400310,3/14/2020 14:47:18,false,5519149922,,3/14/2020 14:46:50,false,neodev,1.0,45414402,VEN,23,Maracaibo,186.93.4.109,2,fear,1236693837227188227,Dreaded Tales : A Short  Horror Story Collection  paranormal 👻  psychological  fear 😱  slasher 🔪  zombies 🧟‍♂️🧟‍♀️  superna…,
2687400310,3/14/2020 14:48:18,false,5519151324,,3/14/2020 14:46:50,false,feca,1.0,45301675,VEN,25,Caracas,45.230.171.93,5,fear,1236693837227188227,Dreaded Tales : A Short  Horror Story Collection  paranormal 👻  psychological  fear 😱  slasher 🔪  zombies 🧟‍♂️🧟‍♀️  superna…,
2687400311,3/14/2020 14:17:32,false,5519102582,,3/14/2020 14:16:48,false,feca,1.0,45156664,VEN,25,Caracas,190.77.37.70,5,fear,1236679720307175426,The Latest : Mideast stock markets sharply drop on  virus  fear  Mar 8  11:44 AM ET,
2687400311,3/14/2020 14:18:22,false,5519103893,,3/14/2020 14:16:50,false,feca,1.0,45671576,USA,VA,Manassas,23.105.1.250,5,fear,1236679720307175426,The Latest : Mideast stock markets sharply drop on  virus  fear  Mar 8  11:44 AM ET,
2687400311,3/14/2020 14:21:01,false,5519108263,,3/14/2020 14:20:35,false,feca,1.0,45236911,USA,IL,Chicago,23.81.152.163,5,fear,1236679720307175426,The Latest : Mideast stock markets sharply drop on  virus  fear  Mar 8  11:44 AM ET,
2687400311,3/14/2020 14:51:35,false,5519156394,,3/14/2020 14:50:26,false,clixsense,1.0,36181479,RUS,71,Yekaterinburg,213.191.27.161,5,fear,1236679720307175426,The Latest : Mideast stock markets sharply drop on  virus  fear  Mar 8  11:44 AM ET,
2687400311,3/14/2020 14:56:37,false,5519163616,,3/14/2020 14:52:01,false,neodev,1.0,45011048,VEN,07,Valencia,201.211.119.89,3,fear,1236679720307175426,The Latest : Mideast stock markets sharply drop on  virus  fear  Mar 8  11:44 AM ET,
2687400312,3/14/2020 14:20:08,false,5519106771,,3/14/2020 14:17:41,false,neodev,1.0,45228118,VEN,20,Táriba,186.88.174.195,4,fear,1236633900916584450,"“ What I came to realize is that fear , that is the worst of it . that is the real enemy . So , get up , get out in the real world and you kick that bastard as hard you can right in the teeth. ”  Walter White .",
2687400312,3/14/2020 14:23:14,false,5519111599,,3/14/2020 14:17:39,false,feca,1.0,45633254,USA,IL,Chicago,23.81.152.163,4,fear,1236633900916584450,"“ What I came to realize is that fear , that is the worst of it . that is the real enemy . So , get up , get out in the real world and you kick that bastard as hard you can right in the teeth. ”  Walter White .",
2687400312,3/14/2020 14:48:46,false,5519152059,,3/14/2020 14:47:47,false,feca,1.0,45160137,VEN,15,Aricagua,190.75.42.174,4,fear,1236633900916584450,"“ What I came to realize is that fear , that is the worst of it . that is the real enemy . So , get up , get out in the real world and you kick that bastard as hard you can right in the teeth. ”  Walter White .",
2687400312,3/14/2020 15:23:04,false,5519204365,,3/14/2020 15:21:52,false,feca,1.0,45698683,VNM,92,Lai Châu,14.188.82.199,4,fear,1236633900916584450,"“ What I came to realize is that fear , that is the worst of it . that is the real enemy . So , get up , get out in the real world and you kick that bastard as hard you can right in the teeth. ”  Walter White .",
2687400312,3/14/2020 15:53:17,false,5519260040,,3/14/2020 15:51:16,false,feca,1.0,45308563,VEN,15,Aricagua,190.75.42.174,5,fear,1236633900916584450,"“ What I came to realize is that fear , that is the worst of it . that is the real enemy . So , get up , get out in the real world and you kick that bastard as hard you can right in the teeth. ”  Walter White .",
2687400313,3/14/2020 14:19:43,false,5519106033,,3/14/2020 14:18:52,false,clixsense,1.0,45178448,USA,VA,Manassas,172.241.239.148,5,fear,1236456308938686464," Australia  amp ;  USA .. unhealthy selfish societies ⤵️ Ugly  hate  amp ;  Fear from  media , Governments  amp ; here we are .  auspol…",
2687400313,3/14/2020 14:20:28,false,5519107385,,3/14/2020 14:18:56,false,feca,1.0,45494813,EGY,11,Cairo,41.38.122.188,4,fear,1236456308938686464," Australia  amp ;  USA .. unhealthy selfish societies ⤵️ Ugly  hate  amp ;  Fear from  media , Governments  amp ; here we are .  auspol…",
2687400313,3/14/2020 14:28:00,false,5519119126,,3/14/2020 14:18:51,false,feca,1.0,45242057,RUS,70,Stavropol',5.138.63.106,4,fear,1236456308938686464," Australia  amp ;  USA .. unhealthy selfish societies ⤵️ Ugly  hate  amp ;  Fear from  media , Governments  amp ; here we are .  auspol…",
2687400313,3/14/2020 14:54:28,false,5519160417,,3/14/2020 14:48:54,false,feca,1.0,45526060,VEN,15,Aricagua,190.75.42.174,5,fear,1236456308938686464," Australia  amp ;  USA .. unhealthy selfish societies ⤵️ Ugly  hate  amp ;  Fear from  media , Governments  amp ; here we are .  auspol…",
2687400313,3/14/2020 15:50:32,false,5519253333,,3/14/2020 15:49:17,false,feca,1.0,45649614,USA,GA,Atlanta,89.187.170.131,4,fear,1236456308938686464," Australia  amp ;  USA .. unhealthy selfish societies ⤵️ Ugly  hate  amp ;  Fear from  media , Governments  amp ; here we are .  auspol…",
2687400314,3/14/2020 14:18:21,false,5519103864,,3/14/2020 14:17:59,false,clixsense,1.0,45701790,VEN,11,Agua Salada,186.91.78.211,3,fear,1236652580928925696," COVID19 will not kill us , but",
2687400314,3/14/2020 14:21:09,false,5519108469,,3/14/2020 14:17:44,false,clixsense,1.0,44732169,POL,78,Warsaw,5.173.161.16,5,fear,1236652580928925696," COVID19 will not kill us , but",
2687400314,3/14/2020 14:29:02,false,5519120774,,3/14/2020 14:24:59,false,feca,1.0,45613274,MDA,57,Chisinau,92.115.85.203,5,fear,1236652580928925696," COVID19 will not kill us , but",
2687400314,3/14/2020 14:50:00,false,5519153978,,3/14/2020 14:47:54,false,feca,1.0,45308563,VEN,15,Aricagua,190.75.42.174,5,fear,1236652580928925696," COVID19 will not kill us , but",
2687400314,3/14/2020 15:23:17,false,5519204642,,3/14/2020 15:21:49,false,neodev,1.0,40993983,UKR,14,Zakotne,188.190.221.121,5,fear,1236652580928925696," COVID19 will not kill us , but",
2687400315,3/14/2020 14:18:07,false,5519103432,,3/14/2020 14:17:32,false,feca,1.0,45699516,VEN,25,Caracas,201.209.224.79,6,fear,1236724941212585985,"📣 New Podcast !  Q  amp ; A  8  Curveball Efficiency , Should You Do Driveline , Velo Reads on a Budget  More  on",
2687400315,3/14/2020 14:18:34,false,5519104198,,3/14/2020 14:18:01,false,feca,1.0,45156664,VEN,25,Caracas,190.77.37.70,1,fear,1236724941212585985,"📣 New Podcast !  Q  amp ; A  8  Curveball Efficiency , Should You Do Driveline , Velo Reads on a Budget  More  on",
2687400315,3/14/2020 14:18:44,false,5519104545,,3/14/2020 14:17:37,false,feca,1.0,45265152,POL,78,Warsaw,5.173.168.57,2,fear,1236724941212585985,"📣 New Podcast !  Q  amp ; A  8  Curveball Efficiency , Should You Do Driveline , Velo Reads on a Budget  More  on",
2687400315,3/14/2020 14:22:13,false,5519109985,,3/14/2020 14:17:36,false,feca,1.0,45485650,VEN,25,Caracas,190.77.37.70,3,fear,1236724941212585985,"📣 New Podcast !  Q  amp ; A  8  Curveball Efficiency , Should You Do Driveline , Velo Reads on a Budget  More  on",
2687400315,3/14/2020 15:23:04,false,5519204364,,3/14/2020 15:21:52,false,feca,1.0,45698683,VNM,92,Lai Châu,14.188.82.199,2,fear,1236724941212585985,"📣 New Podcast !  Q  amp ; A  8  Curveball Efficiency , Should You Do Driveline , Velo Reads on a Budget  More  on",
2687400316,3/14/2020 14:19:36,false,5519105856,,3/14/2020 14:18:08,false,feca,1.0,45699516,VEN,25,Caracas,201.209.224.79,5,fear,1236684116571099138, fear is fucked up !  spirit is REAL,
2687400316,3/14/2020 14:50:54,false,5519155451,,3/14/2020 14:48:09,false,feca,1.0,45581496,VEN,02,Bergantín,186.89.250.149,4,fear,1236684116571099138, fear is fucked up !  spirit is REAL,
2687400316,3/14/2020 15:19:31,false,5519198826,,3/14/2020 15:18:23,false,feca,1.0,45242057,RUS,70,Stavropol',5.138.63.106,5,fear,1236684116571099138, fear is fucked up !  spirit is REAL,
2687400316,3/14/2020 15:19:49,false,5519199332,,3/14/2020 15:18:20,false,feca,1.0,45615590,VEN,19,Altagracia,186.89.221.73,5,fear,1236684116571099138, fear is fucked up !  spirit is REAL,
2687400316,3/14/2020 15:20:47,false,5519200831,,3/14/2020 15:18:20,false,feca,1.0,45649614,USA,GA,Atlanta,89.187.170.131,3,fear,1236684116571099138, fear is fucked up !  spirit is REAL,
2687400317,3/14/2020 14:21:11,false,5519108528,,3/14/2020 14:18:13,false,neodev,1.0,45312673,UKR,25,Uzhgorod,194.44.151.213,2,fear,1236674725826506752,"Okay . Normal . Living with most Welcome to my world ,",
2687400317,3/14/2020 14:22:09,false,5519109931,,3/14/2020 14:18:19,false,feca,1.0,45363088,POL,78,Warsaw,37.47.63.131,2,fear,1236674725826506752,"Okay . Normal . Living with most Welcome to my world ,",
2687400317,3/14/2020 14:22:13,false,5519109990,,3/14/2020 14:18:20,false,neodev,1.0,40214263,UKR,25,Uzhgorod,194.44.151.213,2,fear,1236674725826506752,"Okay . Normal . Living with most Welcome to my world ,",
2687400317,3/14/2020 14:24:28,false,5519113573,,3/14/2020 14:18:18,false,feca,1.0,45494467,MDA,57,Chisinau,92.115.85.203,2,fear,1236674725826506752,"Okay . Normal . Living with most Welcome to my world ,",
